order_id,product_id,start_time,end_time,planned_qty,actual_qty
ORD-0325,PROD-027,2026-01-30 17:43:41,2026-01-31 01:43:41,127,114
ORD-0326,PROD-079,2026-06-20 19:05:06,2026-06-20 23:05:06,310,291
ORD-0327,PROD-003,2025-09-01 08:05:30,2025-09-01 16:05:30,416,405
ORD-0328,PROD-008,2026-02-02 19:49:26,2026-02-02 22:49:26,164,162
ORD-0329,PROD-051,2025-09-30 23:20:20,2025-10-01 04:20:20,124,121
ORD-0330,PROD-072,2026-02-26 01:20:42,2026-02-26 06:20:42,370,367
ORD-0331,PROD-094,2026-01-19 01:33:58,2026-01-19 02:33:58,233,213
ORD-0332,PROD-071,2026-02-04 03:11:56,2026-02-04 08:11:56,429,424
ORD-0333,PROD-067,2026-03-17 17:33:42,2026-03-18 01:33:42,355,348
ORD-0334,PROD-068,2025-09-02 03:40:27,2025-09-02 07:40:27,293,287
ORD-0335,PROD-032,2026-03-15 17:53:45,2026-03-15 19:53:45,304,296
ORD-0336,PROD-019,2026-02-06 07:12:24,2026-02-06 10:12:24,444,442
ORD-0337,PROD-093,2026-04-29 00:10:41,2026-04-29 07:10:41,416,407
ORD-0338,PROD-083,2026-06-20 02:31:29,2026-06-20 05:31:29,367,349
ORD-0339,PROD-021,2025-12-08 09:52:37,2025-12-08 14:52:37,308,299
ORD-0340,PROD-097,2026-05-18 14:59:15,2026-05-18 15:59:15,224,211
ORD-0341,PROD-056,2025-08-19 04:26:38,2025-08-19 07:26:38,288,272
ORD-0342,PROD-100,2026-01-11 12:02:17,2026-01-11 16:02:17,153,144
ORD-0343,PROD-006,2025-11-17 13:14:30,2025-11-17 18:14:30,142,128
ORD-0344,PROD-050,2026-06-23 19:25:27,2026-06-24 02:25:27,249,229
ORD-0345,PROD-097,2025-08-11 21:38:05,2025-08-12 00:38:05,281,270
ORD-0346,PROD-052,2026-05-27 08:55:48,2026-05-27 13:55:48,121,116
ORD-0347,PROD-044,2025-11-03 08:30:57,2025-11-03 12:30:57,469,458
ORD-0348,PROD-094,2026-03-23 07:46:49,2026-03-23 10:46:49,250,244
ORD-0349,PROD-061,2025-09-08 02:12:47,2025-09-08 03:12:47,442,440
ORD-0350,PROD-036,2025-08-28 07:39:36,2025-08-28 14:39:36,257,244
ORD-0351,PROD-068,2026-01-22 06:40:28,2026-01-22 11:40:28,362,344
ORD-0352,PROD-094,2025-12-22 12:46:13,2025-12-22 13:46:13,495,488
ORD-0353,PROD-072,2026-05-09 17:35:19,2026-05-09 19:35:19,288,281
ORD-0354,PROD-093,2025-09-04 11:48:50,2025-09-04 14:48:50,241,231
ORD-0355,PROD-090,2026-03-08 21:32:16,2026-03-09 00:32:16,338,319
ORD-0356,PROD-005,2025-09-03 03:09:06,2025-09-03 04:09:06,444,434
ORD-0357,PROD-008,2026-08-08 16:28:17,2026-08-08 21:28:17,451,431
ORD-0358,PROD-028,2026-07-24 00:14:55,2026-07-24 05:14:55,222,216
ORD-0359,PROD-025,2025-09-06 12:50:01,2025-09-06 16:50:01,491,480
ORD-0360,PROD-091,2026-08-08 08:56:51,2026-08-08 13:56:51,400,390
ORD-0361,PROD-019,2026-02-10 01:33:04,2026-02-10 03:33:04,302,295
ORD-0362,PROD-092,2025-08-23 01:19:08,2025-08-23 03:19:08,146,143
ORD-0363,PROD-093,2025-11-30 05:24:28,2025-11-30 13:24:28,369,355
ORD-0364,PROD-078,2026-01-16 12:26:40,2026-01-16 14:26:40,378,377
ORD-0365,PROD-012,2025-10-19 15:04:34,2025-10-19 19:04:34,223,205
ORD-0366,PROD-018,2026-06-05 08:52:03,2026-06-05 12:52:03,352,346
ORD-0367,PROD-029,2025-10-02 07:49:01,2025-10-02 14:49:01,429,419
ORD-0368,PROD-093,2026-06-04 03:33:35,2026-06-04 04:33:35,308,307
ORD-0369,PROD-098,2026-04-16 20:58:29,2026-04-16 22:58:29,142,123
ORD-0370,PROD-050,2026-05-20 22:59:57,2026-05-21 06:59:57,488,478
ORD-0371,PROD-053,2026-04-18 13:34:26,2026-04-18 15:34:26,336,320
ORD-0372,PROD-027,2026-01-20 23:35:09,2026-01-21 00:35:09,105,100
ORD-0373,PROD-014,2026-01-03 03:45:26,2026-01-03 04:45:26,115,97
ORD-0374,PROD-015,2026-07-22 21:21:35,2026-07-23 03:21:35,498,485
ORD-0375,PROD-002,2026-01-06 06:29:49,2026-01-06 09:29:49,405,389
ORD-0376,PROD-043,2026-01-31 22:11:51,2026-02-01 02:11:51,452,440
ORD-0377,PROD-034,2026-07-14 10:58:37,2026-07-14 18:58:37,426,411
ORD-0378,PROD-093,2026-08-01 21:39:38,2026-08-02 02:39:38,405,402
ORD-0379,PROD-088,2026-07-28 21:12:45,2026-07-29 04:12:45,101,82
ORD-0380,PROD-079,2026-01-04 08:02:58,2026-01-04 12:02:58,300,289
ORD-0381,PROD-010,2026-01-03 14:47:55,2026-01-03 20:47:55,168,167
ORD-0382,PROD-016,2025-09-10 21:30:45,2025-09-11 02:30:45,409,407
ORD-0383,PROD-038,2026-05-02 21:02:12,2026-05-03 02:02:12,155,138
ORD-0384,PROD-068,2026-04-24 17:52:55,2026-04-24 21:52:55,218,206
ORD-0385,PROD-076,2026-07-16 08:57:36,2026-07-16 16:57:36,275,275
ORD-0386,PROD-025,2026-03-08 04:10:17,2026-03-08 07:10:17,487,474
ORD-0387,PROD-028,2025-10-01 09:05:00,2025-10-01 12:05:00,470,465
ORD-0388,PROD-058,2026-04-21 12:54:28,2026-04-21 15:54:28,137,130
ORD-0389,PROD-054,2026-07-10 19:58:50,2026-07-11 00:58:50,271,261
ORD-0390,PROD-005,2025-12-23 18:58:44,2025-12-23 20:58:44,147,139
ORD-0391,PROD-069,2025-09-25 19:16:11,2025-09-26 00:16:11,166,150
ORD-0392,PROD-047,2025-10-19 01:01:24,2025-10-19 08:01:24,482,481
ORD-0393,PROD-031,2026-03-07 09:08:26,2026-03-07 10:08:26,498,488
ORD-0394,PROD-056,2026-01-10 09:06:02,2026-01-10 17:06:02,302,289
ORD-0395,PROD-015,2026-03-04 02:41:54,2026-03-04 03:41:54,365,362
ORD-0396,PROD-006,2025-09-29 04:29:22,2025-09-29 07:29:22,318,318
ORD-0397,PROD-027,2026-05-20 09:39:29,2026-05-20 13:39:29,128,112
ORD-0398,PROD-078,2025-11-05 05:09:06,2025-11-05 11:09:06,299,287
ORD-0399,PROD-050,2026-06-30 22:37:48,2026-07-01 00:37:48,490,490
ORD-0400,PROD-010,2025-08-12 01:54:07,2025-08-12 04:54:07,450,436
ORD-0401,PROD-013,2026-05-31 09:37:53,2026-05-31 15:37:53,481,475
ORD-0402,PROD-033,2025-08-19 13:26:13,2025-08-19 16:26:13,493,487
ORD-0403,PROD-056,2025-12-04 14:28:23,2025-12-04 20:28:23,282,281
ORD-0404,PROD-014,2026-02-06 13:02:15,2026-02-06 16:02:15,323,305
ORD-0405,PROD-055,2026-04-29 07:00:08,2026-04-29 15:00:08,420,405
ORD-0406,PROD-068,2026-05-16 23:58:12,2026-05-17 02:58:12,418,412
ORD-0407,PROD-015,2026-03-10 04:07:37,2026-03-10 09:07:37,248,247
ORD-0408,PROD-001,2026-01-22 10:41:18,2026-01-22 14:41:18,255,238
ORD-0409,PROD-044,2026-03-05 07:30:33,2026-03-05 15:30:33,499,493
ORD-0410,PROD-086,2026-01-05 00:38:29,2026-01-05 05:38:29,221,206
ORD-0411,PROD-028,2026-06-26 11:48:14,2026-06-26 14:48:14,308,307
ORD-0412,PROD-079,2025-11-07 22:09:10,2025-11-08 02:09:10,430,419
ORD-0413,PROD-086,2025-11-14 20:30:28,2025-11-14 22:30:28,127,124
ORD-0414,PROD-078,2026-02-05 14:52:02,2026-02-05 20:52:02,331,331
ORD-0415,PROD-073,2025-12-23 03:58:16,2025-12-23 04:58:16,359,348
ORD-0416,PROD-074,2025-10-09 23:21:52,2025-10-10 01:21:52,248,239
ORD-0417,PROD-033,2025-11-25 18:46:13,2025-11-25 21:46:13,108,94
ORD-0418,PROD-091,2025-10-22 22:17:37,2025-10-23 01:17:37,306,287
ORD-0419,PROD-074,2026-08-09 18:49:35,2026-08-10 01:49:35,492,473
ORD-0420,PROD-071,2026-07-16 15:03:36,2026-07-16 22:03:36,499,490
ORD-0421,PROD-038,2026-05-19 07:14:29,2026-05-19 15:14:29,145,129
ORD-0422,PROD-075,2026-06-04 00:24:42,2026-06-04 03:24:42,374,363
ORD-0423,PROD-032,2025-09-23 13:19:00,2025-09-23 20:19:00,426,408
ORD-0424,PROD-014,2025-08-23 05:48:56,2025-08-23 08:48:56,269,251
ORD-0425,PROD-040,2026-06-21 02:24:43,2026-06-21 07:24:43,110,94
ORD-0426,PROD-014,2026-04-24 03:01:01,2026-04-24 07:01:01,189,183
ORD-0427,PROD-038,2026-01-20 13:08:03,2026-01-20 16:08:03,499,492
ORD-0428,PROD-052,2026-04-06 13:01:41,2026-04-06 16:01:41,497,484
ORD-0429,PROD-090,2026-06-04 05:39:51,2026-06-04 06:39:51,308,289
ORD-0430,PROD-020,2026-08-09 07:53:54,2026-08-09 08:53:54,385,370
ORD-0431,PROD-059,2026-07-19 22:44:14,2026-07-20 05:44:14,427,424
ORD-0432,PROD-057,2026-07-21 23:59:40,2026-07-22 06:59:40,115,95
ORD-0433,PROD-040,2025-08-16 19:21:28,2025-08-16 22:21:28,483,477
ORD-0434,PROD-029,2025-11-12 04:42:03,2025-11-12 08:42:03,366,347
ORD-0435,PROD-047,2025-10-29 18:20:54,2025-10-30 00:20:54,443,424
ORD-0436,PROD-085,2025-09-05 20:43:31,2025-09-06 00:43:31,366,362
ORD-0437,PROD-045,2025-09-18 21:57:14,2025-09-18 22:57:14,245,245
ORD-0438,PROD-019,2026-03-29 09:29:21,2026-03-29 16:29:21,439,436
ORD-0439,PROD-071,2025-08-23 18:28:55,2025-08-24 01:28:55,274,274
ORD-0440,PROD-098,2026-01-31 02:39:39,2026-01-31 05:39:39,307,289
ORD-0441,PROD-056,2026-03-30 21:17:15,2026-03-31 03:17:15,378,374
ORD-0442,PROD-049,2026-04-28 17:14:34,2026-04-28 22:14:34,147,130
ORD-0443,PROD-081,2026-05-10 20:37:54,2026-05-11 03:37:54,276,263
ORD-0444,PROD-072,2026-07-15 11:08:15,2026-07-15 13:08:15,210,210
ORD-0445,PROD-087,2025-08-29 15:13:29,2025-08-29 23:13:29,318,315
ORD-0446,PROD-068,2025-11-13 18:36:58,2025-11-13 21:36:58,492,486
ORD-0447,PROD-097,2026-05-25 07:52:18,2026-05-25 13:52:18,392,382
ORD-0448,PROD-100,2025-08-27 21:50:41,2025-08-27 23:50:41,228,222
ORD-0449,PROD-020,2026-01-13 22:54:48,2026-01-14 03:54:48,304,287
ORD-0450,PROD-066,2026-01-28 04:57:30,2026-01-28 08:57:30,400,391
ORD-0451,PROD-004,2025-11-09 17:43:44,2025-11-09 22:43:44,420,419
ORD-0452,PROD-001,2026-03-08 08:27:16,2026-03-08 11:27:16,344,337
ORD-0453,PROD-056,2025-11-03 02:37:27,2025-11-03 03:37:27,441,425
ORD-0454,PROD-008,2026-05-30 16:54:46,2026-05-30 23:54:46,299,297
ORD-0455,PROD-065,2026-07-12 04:04:40,2026-07-12 06:04:40,490,478
ORD-0456,PROD-086,2026-06-08 02:57:57,2026-06-08 06:57:57,138,136
ORD-0457,PROD-004,2025-09-01 15:37:30,2025-09-01 19:37:30,413,403
ORD-0458,PROD-068,2025-10-04 03:41:12,2025-10-04 04:41:12,133,121
ORD-0459,PROD-036,2026-02-22 10:10:41,2026-02-22 11:10:41,413,393
ORD-0460,PROD-078,2025-12-01 01:39:33,2025-12-01 03:39:33,250,230
ORD-0461,PROD-007,2025-11-09 16:04:19,2025-11-09 18:04:19,477,467
ORD-0462,PROD-081,2026-06-23 13:12:27,2026-06-23 21:12:27,308,303
ORD-0463,PROD-083,2026-08-01 14:58:04,2026-08-01 18:58:04,398,384
ORD-0464,PROD-007,2026-05-21 19:45:56,2026-05-22 02:45:56,421,417
ORD-0465,PROD-036,2026-03-22 11:15:58,2026-03-22 17:15:58,212,192
ORD-0466,PROD-057,2025-12-12 13:55:35,2025-12-12 18:55:35,108,93
ORD-0467,PROD-051,2026-03-22 23:59:02,2026-03-23 07:59:02,406,397
ORD-0468,PROD-018,2026-03-30 22:31:30,2026-03-31 01:31:30,129,115
ORD-0469,PROD-086,2026-06-06 18:06:23,2026-06-07 01:06:23,490,477
ORD-0470,PROD-045,2026-04-28 21:58:48,2026-04-29 00:58:48,405,401
ORD-0471,PROD-096,2026-06-24 13:24:22,2026-06-24 14:24:22,384,382
ORD-0472,PROD-061,2025-12-13 06:20:38,2025-12-13 14:20:38,471,451
ORD-0473,PROD-073,2025-11-10 17:38:03,2025-11-11 00:38:03,124,119
ORD-0474,PROD-003,2025-12-05 22:10:37,2025-12-06 00:10:37,493,485
ORD-0475,PROD-034,2026-07-17 00:50:53,2026-07-17 07:50:53,368,351
ORD-0476,PROD-026,2025-10-05 08:48:45,2025-10-05 10:48:45,199,193
ORD-0477,PROD-017,2026-04-24 03:09:15,2026-04-24 11:09:15,218,216
ORD-0478,PROD-026,2026-03-01 03:56:26,2026-03-01 09:56:26,283,278
ORD-0479,PROD-060,2025-11-04 13:47:46,2025-11-04 19:47:46,305,302
ORD-0480,PROD-027,2026-01-18 08:11:20,2026-01-18 10:11:20,337,337
ORD-0481,PROD-011,2025-12-05 10:24:01,2025-12-05 13:24:01,447,444
ORD-0482,PROD-015,2025-11-25 14:08:56,2025-11-25 17:08:56,100,88
ORD-0483,PROD-031,2025-09-03 09:41:41,2025-09-03 13:41:41,484,471
ORD-0484,PROD-064,2026-03-14 22:31:03,2026-03-15 04:31:03,167,153
ORD-0485,PROD-025,2026-03-28 12:15:57,2026-03-28 18:15:57,292,289
ORD-0486,PROD-086,2026-07-18 09:03:22,2026-07-18 13:03:22,329,327
ORD-0487,PROD-076,2026-05-23 06:12:07,2026-05-23 11:12:07,257,249
ORD-0488,PROD-075,2026-07-30 18:02:53,2026-07-30 19:02:53,471,466
ORD-0489,PROD-051,2025-10-17 17:53:17,2025-10-17 23:53:17,124,120
ORD-0490,PROD-013,2026-04-10 20:12:27,2026-04-11 01:12:27,361,360
ORD-0491,PROD-007,2026-05-01 07:56:17,2026-05-01 14:56:17,241,232
ORD-0492,PROD-088,2026-01-23 15:19:35,2026-01-23 19:19:35,331,325
ORD-0493,PROD-061,2026-03-14 14:25:56,2026-03-14 19:25:56,152,140
ORD-0494,PROD-095,2026-02-19 05:02:57,2026-02-19 07:02:57,172,158
ORD-0495,PROD-022,2025-08-28 22:31:12,2025-08-29 06:31:12,441,425
ORD-0496,PROD-021,2025-12-22 11:42:26,2025-12-22 14:42:26,138,138
ORD-0497,PROD-069,2026-04-17 13:40:08,2026-04-17 15:40:08,351,333
ORD-0498,PROD-025,2026-04-28 10:53:40,2026-04-28 13:53:40,152,132
ORD-0499,PROD-022,2026-01-05 18:08:50,2026-01-05 23:08:50,365,352
ORD-0500,PROD-094,2026-06-11 21:45:29,2026-06-12 03:45:29,476,461
