timestamp,status,cycle_time_ms,output_count,defect_flag
M05,Running,1215,14,False
M10,Running,2395,2,False
M02,Running,2158,8,False
M09,Maintenance,1787,6,False
M08,Idle,1976,14,False
M03,Maintenance,1846,5,False
M10,Running,1876,13,False
M09,Running,1511,7,False
M03,Running,1046,12,False
M06,Running,824,11,False
M10,Running,1540,10,False
M03,Running,1285,5,False
M10,Running,1176,8,False
M07,Running,1562,6,False
M05,Running,1970,3,False
M04,Idle,2276,5,False
M09,Running,1580,4,False
M03,Running,819,3,False
M03,Maintenance,2091,9,False
M06,Running,1414,5,False
M10,Running,1002,12,False
M04,Idle,1775,14,False
M08,Running,1332,6,False
M09,Idle,1327,6,True
M02,Running,2191,10,False
M10,Running,1902,3,False
M05,Running,2178,9,False
M08,Idle,1580,10,False
M03,Idle,2111,13,False
M07,Running,1970,7,False
M02,Running,1503,4,False
M05,Running,2039,11,False
M08,Running,1543,12,False
M08,Running,1176,14,True
M04,Running,2323,12,False
M04,Running,1010,2,False
M08,Running,853,13,False
M02,Running,2065,3,False
M07,Running,1306,12,False
M03,Running,1149,1,True
M06,Idle,1466,14,False
M09,Idle,1923,8,False
M09,Running,2023,8,False
M10,Running,2110,11,False
M06,Running,1265,13,False
M05,Running,1332,3,False
M01,Running,2352,14,False
M05,Running,817,12,False
M08,Running,2368,7,False
M10,Running,814,9,False
M07,Idle,1695,7,False
M07,Idle,1251,5,False
M04,Running,2438,15,False
M05,Running,2321,9,False
M07,Running,940,3,False
M02,Running,2065,8,False
M10,Running,1456,1,False
M09,Running,1009,5,False
M08,Running,1276,2,False
M08,Running,1660,5,False
M08,Maintenance,1749,12,False
M06,Running,2337,3,False
M07,Running,1762,3,False
M05,Idle,2496,1,False
M04,Running,1707,4,False
M01,Running,2305,13,False
M04,Running,2195,5,False
M03,Running,886,12,False
M09,Running,1785,11,False
M06,Idle,2165,4,False
M04,Running,1464,1,False
M05,Running,1610,13,False
M01,Running,2214,8,False
M03,Running,983,4,False
M02,Running,1493,15,False
M01,Running,2120,3,False
M02,Running,1276,6,False
M06,Idle,1698,12,False
M07,Running,1075,5,False
M08,Running,1944,5,False
M08,Running,1182,9,False
M08,Running,2026,15,False
M03,Running,1117,8,False
M05,Running,1729,1,False
M09,Running,1179,15,True
M06,Running,1289,6,False
M09,Idle,1188,9,False
M09,Running,1379,6,False
M06,Running,1871,11,False
M03,Running,864,4,False
M04,Running,1969,11,False
M08,Running,2236,10,False
M06,Running,2270,2,True
M04,Running,963,8,False
M01,Running,2322,15,False
M06,Running,919,14,False
M09,Running,944,14,False
M04,Maintenance,998,2,False
M09,Running,1195,9,False
M10,Running,1166,9,False
M07,Running,2369,11,False
M08,Running,1674,15,False
M03,Running,1833,6,False
M09,Maintenance,1707,15,False
M06,Running,1464,14,False
M07,Idle,1462,10,False
M09,Running,2368,9,False
M05,Running,1726,8,False
M01,Running,1382,10,True
M03,Maintenance,1418,1,False
M04,Running,1444,1,False
M05,Idle,1847,9,False
M10,Running,877,8,False
M03,Running,1992,4,False
M05,Running,1618,10,False
M02,Running,2423,8,False
M10,Idle,995,10,False
M01,Running,1980,7,False
M01,Idle,1484,6,False
M07,Running,1046,14,False
M10,Idle,2098,13,False
M01,Running,884,6,False
M03,Running,2229,4,False
M07,Maintenance,2341,10,False
M02,Running,1393,13,False
M03,Running,1774,10,False
M09,Running,974,7,False
M03,Running,1784,9,False
M07,Running,1201,9,False
M09,Running,946,5,False
M06,Running,1979,2,False
M07,Running,1513,4,False
M10,Running,2376,5,False
M06,Running,2444,8,False
M08,Running,2475,4,False
M06,Running,2291,14,False
M01,Running,2071,15,False
M05,Running,2220,13,False
M08,Running,1479,4,False
M04,Running,1871,13,False
M08,Running,1089,12,False
M01,Running,2158,9,True
M03,Running,1211,13,False
M05,Running,2140,1,False
M05,Running,2151,6,False
M01,Running,2129,7,False
M07,Running,2253,2,False
M08,Idle,1888,2,False
M09,Maintenance,1948,15,False
M01,Running,1884,5,False
M07,Running,837,6,False
M06,Running,1283,9,False
M01,Running,1592,15,False
M01,Idle,1373,4,False
M07,Running,979,12,False
M10,Idle,2205,4,False
M10,Running,1439,15,False
M08,Running,1223,11,False
M09,Running,1214,14,False
M09,Idle,1680,15,False
M03,Running,1956,15,False
M02,Running,2273,2,False
M03,Running,2367,6,False
M07,Maintenance,1421,8,False
M05,Running,1184,2,False
M01,Running,2053,10,False
M10,Running,2021,4,False
M01,Running,2209,13,False
M09,Idle,1760,12,False
M03,Idle,1806,8,False
M04,Running,1636,13,False
M05,Maintenance,1255,12,False
M04,Running,935,3,False
M08,Idle,1803,12,False
M08,Idle,1675,7,False
M10,Running,1579,12,False
M10,Idle,1971,10,False
M01,Running,1724,8,False
M01,Idle,1303,9,False
M01,Running,1857,13,False
M01,Running,1700,7,False
M05,Running,1665,5,False
M01,Running,1091,8,False
M08,Running,1825,2,False
M10,Idle,2225,9,False
M07,Running,851,3,False
M04,Idle,984,5,False
M03,Running,1053,2,False
M08,Running,974,9,False
M09,Running,1127,7,False
M01,Running,1486,10,False
M03,Running,1096,3,False
M01,Running,1433,12,False
M08,Running,1170,2,False
M04,Running,2367,5,True
M08,Idle,1913,13,True
M08,Running,2005,11,False
M07,Running,2031,10,True
M09,Running,2087,9,False
M04,Running,1103,1,False
M01,Running,866,11,False
M10,Running,979,1,False
M03,Running,1382,10,False
M10,Running,1951,3,False
M10,Running,873,2,False
M06,Running,1576,14,False
M07,Idle,932,5,False
M02,Running,1362,6,False
M09,Running,1228,10,False
M10,Running,2088,9,False
M08,Running,2038,15,False
M05,Running,1448,5,False
M10,Running,1065,10,False
M09,Running,1819,8,False
M10,Running,1394,4,True
M01,Running,2431,2,False
M04,Running,1649,7,True
M06,Running,2105,4,True
M04,Running,1321,13,False
M05,Running,1463,13,True
M06,Running,2283,10,False
M01,Idle,1197,6,False
M08,Idle,2432,1,False
M08,Running,1743,15,False
M06,Running,2467,7,False
M01,Idle,1413,10,False
M06,Running,838,4,False
M06,Running,2429,6,False
M03,Running,863,6,False
M09,Idle,1969,10,False
M10,Running,2402,13,False
M06,Running,1356,7,False
M04,Running,2498,5,False
M05,Running,1566,13,True
M04,Idle,1708,9,True
M08,Idle,1115,4,False
M08,Running,1872,5,False
M03,Running,1001,14,False
M09,Running,1071,4,False
M08,Running,1869,2,True
M01,Running,2017,14,False
M08,Idle,1011,9,False
M05,Running,2353,5,False
M04,Running,1194,5,False
M06,Running,2174,2,False
M03,Running,831,10,False
M02,Running,1517,9,False
M03,Idle,2446,5,False
M03,Running,2055,15,False
M08,Running,859,8,False
M01,Running,910,2,False
M03,Running,2013,11,False
M08,Running,1439,6,False
M09,Running,2347,13,False
M03,Running,2443,15,False
M02,Running,2201,11,False
M08,Running,1258,3,False
M10,Running,1544,7,False
M06,Running,1465,8,False
M02,Running,1519,8,False
M03,Running,1513,10,False
M09,Running,2474,12,False
M06,Running,945,13,False
M08,Running,1646,4,False
M09,Running,1787,7,False
M04,Idle,2010,7,False
M07,Running,1500,9,False
M03,Running,959,12,False
M10,Idle,1034,10,False
M06,Running,2483,8,False
M07,Running,1022,11,False
M07,Running,2120,11,False
M04,Idle,1989,15,False
M01,Running,2153,3,False
M05,Running,1983,8,False
M06,Running,2426,15,False
M07,Running,1505,2,False
M10,Maintenance,1627,14,False
M05,Running,1924,1,True
M09,Idle,1535,2,False
M01,Running,2238,10,False
M06,Running,1631,7,False
M04,Running,1772,3,False
M07,Idle,1537,14,False
M05,Maintenance,2172,3,False
M02,Running,1094,12,False
M07,Maintenance,1078,2,False
M07,Idle,2415,12,False
M07,Running,1730,9,False
M08,Running,1262,3,False
M01,Running,2296,4,False
M05,Running,1918,10,False
M01,Running,2243,6,False
M08,Maintenance,963,3,False
M09,Maintenance,2337,13,False
M09,Running,2049,2,False
M02,Running,1904,13,False
M10,Running,1503,9,False
M08,Running,1760,10,False
M07,Running,2434,5,False
M01,Running,2023,12,False
M10,Running,2088,8,False
M10,Running,1397,13,False
M01,Running,968,3,False
M05,Running,2061,5,False
M05,Running,1028,10,False
M10,Running,2149,8,False
M03,Running,2235,4,False
M09,Idle,1502,2,False
M10,Idle,1115,14,False
M07,Running,1287,11,False
M03,Running,2303,14,False
M05,Running,1037,1,False
M07,Running,1775,12,False
M09,Running,2199,12,False
M05,Running,1690,1,False
M08,Running,1446,9,False
M01,Running,1888,11,False
M07,Running,2135,14,False
M05,Running,1001,5,False
M07,Running,2182,12,False
M10,Running,1864,6,False
M03,Running,821,11,True
M02,Running,1000,9,False
M08,Running,2285,5,False
M01,Running,988,1,False
M04,Maintenance,2106,2,False
M02,Running,2038,3,False
M10,Idle,1178,15,False
M03,Running,1756,11,False
M08,Idle,1366,13,False
M06,Running,2398,2,False
M01,Running,1481,1,False
M05,Running,942,8,False
M04,Running,1165,11,False
M03,Running,1683,4,False
M02,Idle,2265,5,False
M02,Running,2290,5,False
M01,Idle,1104,11,False
M01,Running,1345,3,False
M07,Running,1855,12,False
M08,Running,1627,14,False
M02,Running,806,7,False
M08,Running,1896,15,False
M06,Running,1620,1,False
M02,Running,1496,2,False
M05,Running,1161,9,True
M07,Running,1412,12,False
M02,Running,1535,8,False
M08,Running,1086,1,False
M10,Running,1596,2,False
M05,Running,2462,8,False
M01,Running,914,6,False
M01,Running,1233,13,False
M09,Running,2188,14,False
M03,Running,1277,15,False
M03,Running,839,8,False
M10,Running,2236,11,False
M03,Running,1429,14,False
M08,Running,2010,2,False
M02,Running,2018,13,False
M02,Idle,1672,6,False
M07,Running,2201,10,False
M06,Idle,2424,4,False
M10,Running,929,2,False
M07,Running,1557,9,False
M04,Idle,883,3,False
M10,Running,1123,1,False
M02,Running,1167,15,False
M10,Idle,1652,12,False
M08,Running,1222,3,False
M09,Running,1289,3,False
M01,Running,2268,8,False
M02,Running,2402,5,False
M01,Running,1193,2,False
M02,Running,2358,9,False
M08,Running,2150,4,False
M04,Running,1105,11,False
M08,Running,1127,11,False
M01,Running,1383,4,False
M06,Running,2353,8,True
M01,Idle,1160,3,False
M08,Running,945,15,False
M08,Running,1467,7,False
M06,Running,1025,6,False
M04,Running,1209,7,False
M02,Running,1792,1,False
M03,Running,2048,8,False
M06,Running,2274,4,False
M05,Running,1060,1,False
M01,Running,1027,14,False
M07,Running,1503,4,False
M10,Running,2427,11,False
M03,Running,1932,14,False
M07,Idle,1801,14,False
M10,Running,1747,5,True
M07,Running,1305,4,False
M10,Running,2011,3,False
M01,Running,890,1,False
M09,Running,1887,7,False
M02,Running,1292,2,False
M01,Running,1632,4,False
M05,Running,985,1,False
M05,Running,1740,14,False
M10,Running,1731,8,False
M07,Running,1558,11,False
M01,Idle,944,7,False
M06,Running,1407,7,False
M10,Running,2427,4,False
M02,Running,1487,12,False
M09,Idle,2181,6,False
M02,Running,1753,10,True
M06,Running,1944,12,False
M04,Running,1485,4,False
M08,Running,2340,10,False
M04,Running,2358,4,False
M05,Running,1666,5,False
M06,Running,1795,9,False
M02,Running,1889,11,False
M05,Running,1553,13,False
M02,Running,1737,2,False
M03,Running,957,2,False
M02,Running,1816,3,False
M09,Maintenance,846,5,False
M09,Idle,1770,6,False
M01,Running,928,1,False
M04,Idle,1864,11,False
M10,Running,2123,13,False
M10,Running,1885,14,False
M08,Running,1070,15,False
M03,Running,1264,8,False
M05,Running,896,3,False
M08,Maintenance,2066,15,False
M09,Running,1159,14,False
M03,Running,1039,1,False
M10,Running,1333,6,False
M09,Running,2163,6,False
M03,Running,1905,3,False
M02,Idle,1628,15,False
M03,Idle,1455,3,True
M09,Maintenance,1478,11,False
M08,Idle,2344,10,False
M10,Running,1705,6,False
M08,Idle,1085,11,False
M05,Running,2064,14,False
M06,Running,912,10,False
M10,Running,2400,15,False
M04,Running,1902,14,False
M02,Maintenance,1607,4,False
M10,Running,914,15,False
M07,Running,1675,6,False
M01,Running,1519,5,False
M09,Running,2290,15,False
M07,Idle,1391,3,False
M07,Running,1648,3,False
M10,Running,1225,5,False
M09,Maintenance,935,15,False
M07,Running,1638,11,False
M07,Running,1746,12,False
M03,Running,1581,5,False
M01,Idle,1418,14,False
M08,Running,1749,4,True
M01,Running,1414,11,False
M08,Running,2163,15,False
M03,Running,2208,11,False
M02,Running,1809,2,False
M06,Running,1958,7,False
M08,Maintenance,2475,2,False
M10,Running,1331,3,False
M03,Running,2219,3,False
M01,Running,1659,11,False
M06,Running,1397,9,False
M02,Running,2369,11,False
M02,Running,1142,9,False
M06,Idle,2202,13,False
M06,Running,1987,6,False
M01,Running,1376,6,False
M07,Running,1133,2,False
M09,Running,1185,13,False
M10,Running,1876,14,False
M09,Running,2443,2,False
M02,Running,1068,15,True
M06,Running,1542,3,False
M10,Running,1500,3,False
M01,Running,1042,4,False
M03,Running,1429,3,False
M02,Running,2362,13,False
M01,Running,2351,7,True
M02,Running,2151,9,False
M08,Running,1318,1,False
M01,Running,2402,2,False
M04,Running,1209,3,False
M01,Running,2328,5,False
M06,Running,1825,13,False
M04,Running,939,2,False
M01,Running,2265,4,False
M03,Idle,1900,1,False
M02,Idle,1832,14,False
M06,Running,1179,8,False
M02,Running,1526,7,False
M09,Running,1031,13,False
M02,Running,1864,3,False
M06,Running,1941,12,True
M06,Running,1588,5,False
M05,Running,1709,4,False
M05,Maintenance,1676,4,False
M08,Idle,1552,3,True
M08,Running,1611,8,False
M02,Running,1608,7,False
M02,Running,1145,2,False
M04,Running,2018,14,False
M02,Running,1669,12,False
M10,Running,2348,13,False
M07,Running,2165,10,False
M08,Running,1101,13,False
M02,Running,1818,4,False
M03,Running,2311,1,False
M08,Running,1166,7,False
M06,Running,2073,10,False
M02,Running,1864,13,False
M08,Running,2155,8,False
M05,Running,2457,14,False
M01,Maintenance,864,7,False
M02,Running,1444,14,False
M08,Running,1162,9,False
M05,Idle,1136,8,False
M05,Running,1798,13,False
M08,Running,2203,9,False
M08,Running,1120,9,False
M05,Running,1573,10,False
M05,Running,857,10,True
M06,Running,2319,10,True
M06,Running,1676,6,False
M07,Running,2154,4,False
M05,Running,2209,2,False
M02,Running,840,9,False
M08,Running,1665,10,False
M07,Running,2225,8,False
M06,Running,1599,6,False
M08,Running,2182,4,False
M09,Idle,2166,6,False
M05,Running,1692,4,False
M02,Idle,1897,4,False
M01,Running,1974,7,False
M10,Running,988,12,False
M02,Running,1359,2,False
M09,Running,1229,6,False
M05,Running,1414,7,False
M06,Running,1623,5,False
M08,Running,1921,3,False
M09,Idle,1981,8,False
M08,Running,2106,9,False
M07,Idle,2288,11,False
M04,Running,1102,4,False
M05,Idle,1640,6,False
M02,Running,1644,5,False
M03,Running,2031,4,False
M02,Running,856,4,False
M05,Running,1946,7,False
M01,Running,1358,3,True
M05,Running,1160,11,False
M08,Running,913,14,False
M06,Running,930,15,False
M06,Running,984,7,False
M03,Running,1969,12,False
M02,Running,2497,10,False
M09,Running,984,4,False
M06,Running,1996,12,False
M04,Idle,1246,3,False
M04,Maintenance,1700,7,False
M10,Running,1892,6,False
M02,Running,1667,8,False
M05,Idle,1096,6,False
M06,Idle,843,11,False
M10,Running,2314,11,False
M01,Running,2415,11,False
M09,Running,2108,12,False
M02,Running,1284,14,False
M01,Idle,1604,15,False
M05,Running,2484,13,False
M04,Idle,1128,15,False
M06,Idle,2370,11,False
M01,Running,964,14,False
M08,Running,1645,15,False
M07,Idle,2479,2,False
M05,Running,1520,7,False
M09,Running,1728,12,True
M01,Running,1176,11,False
M03,Running,1209,11,False
M10,Running,1123,4,False
M03,Idle,2204,7,False
M06,Running,2305,3,False
M10,Idle,2437,5,False
M07,Running,1605,15,False
M10,Running,847,15,False
M10,Running,982,8,False
M03,Running,2065,7,False
M03,Running,1553,3,False
M02,Running,1876,7,False
M08,Idle,1812,2,False
M04,Running,2465,13,False
M08,Running,1683,14,False
M04,Maintenance,1379,12,False
M07,Running,2422,3,True
M05,Running,1723,15,False
M10,Running,1738,2,True
M03,Idle,2219,7,False
M07,Running,2307,10,False
M02,Running,906,6,False
M08,Idle,2041,11,False
M10,Running,2458,1,True
M09,Running,1419,7,False
M03,Maintenance,1945,1,False
M05,Running,1809,15,False
M08,Running,1449,12,False
M03,Running,1441,1,False
M08,Idle,1375,12,False
M07,Running,1339,10,False
M05,Running,1692,15,False
M08,Running,1109,9,False
M08,Running,1104,1,False
M01,Running,1134,12,False
M02,Maintenance,1813,1,False
M09,Running,1809,2,False
M03,Running,991,4,False
M03,Idle,2335,9,False
M10,Idle,1999,4,False
M01,Running,1968,3,False
M02,Running,1820,11,False
M06,Running,2195,11,False
M06,Running,1017,14,False
M01,Running,2249,11,False
M05,Running,811,6,False
M10,Maintenance,1465,12,False
M10,Running,899,13,False
M06,Running,2323,2,False
M10,Running,1616,5,False
M07,Running,1226,3,False
M07,Running,2341,11,False
M05,Running,1685,12,False
M05,Idle,2035,3,False
M02,Idle,1849,4,False
M07,Running,1953,10,False
M07,Idle,2057,3,False
M07,Running,1851,6,False
M04,Running,2261,3,False
M09,Running,1874,2,False
M07,Running,2441,8,False
M03,Running,1415,14,False
M07,Running,897,9,False
M01,Running,1845,7,False
M08,Running,1964,14,False
M05,Running,2374,9,True
M08,Running,1173,14,False
M02,Running,2242,5,False
M08,Running,1721,10,False
M06,Maintenance,2458,3,False
M02,Running,2037,5,False
M02,Running,836,1,False
M01,Running,1777,8,False
M10,Running,1420,10,False
M10,Running,2179,12,False
M05,Running,1076,1,False
M01,Running,1185,14,True
M08,Running,2130,4,False
M09,Running,1416,13,False
M08,Running,1038,3,False
M08,Maintenance,1765,1,False
M10,Running,1403,10,False
M07,Running,816,2,False
M07,Maintenance,1815,12,False
M09,Maintenance,875,8,False
M09,Running,2052,15,False
M08,Running,924,9,True
M10,Running,930,5,False
M07,Idle,1039,8,False
M06,Running,1693,1,False
M04,Running,1697,4,False
M10,Idle,1494,15,False
M08,Running,1400,12,False
M07,Idle,2178,11,False
M08,Running,1131,10,False
M02,Running,1064,3,False
M10,Running,2425,7,False
M08,Running,1228,9,True
M01,Running,1334,6,False
M03,Idle,1831,1,False
M06,Running,2064,4,False
M04,Running,1496,13,False
M01,Running,1940,5,False
M09,Running,1013,12,False
M08,Running,2347,2,False
M10,Running,1008,14,False
M09,Running,2090,2,False
M06,Running,1398,12,False
M09,Running,1003,3,False
M06,Idle,1051,14,False
M07,Running,813,4,False
M08,Running,1834,3,False
M06,Running,1649,6,False
M04,Running,2343,9,False
M04,Running,1678,7,False
M08,Maintenance,1857,13,False
M01,Running,2377,1,False
M09,Idle,973,6,False
M03,Running,1605,13,True
M03,Idle,918,11,False
M09,Maintenance,1658,7,False
M09,Idle,2277,12,False
M06,Running,1372,15,False
M03,Running,1713,11,False
M09,Running,2066,11,False
M06,Idle,2400,11,False
M04,Idle,972,1,False
M07,Running,2315,15,False
M09,Running,990,9,False
M09,Running,2101,3,True
M09,Running,1294,14,False
M07,Maintenance,1026,12,False
M06,Running,1839,6,False
M02,Running,1972,12,True
M06,Maintenance,2449,12,False
M10,Running,2085,11,False
M10,Running,1412,5,False
M10,Running,2262,7,False
M04,Running,1857,10,False
M06,Running,1100,12,False
M07,Running,927,7,False
M08,Running,959,6,False
M07,Running,1862,13,False
M05,Running,2103,7,False
M08,Running,1653,14,False
M09,Running,2256,8,False
M09,Idle,1041,12,False
M08,Running,1121,9,False
M02,Running,1636,2,False
M10,Running,1870,3,False
M05,Maintenance,1421,5,False
M03,Running,2007,7,True
M05,Idle,1241,3,False
M08,Running,1921,6,False
M01,Running,1973,5,False
M06,Running,1773,14,False
M10,Running,1083,9,False
M08,Running,1105,14,False
M02,Running,2160,10,False
M04,Idle,1494,9,True
M08,Running,2122,2,False
M01,Running,2430,13,False
M09,Running,2118,9,False
M10,Running,2351,1,False
M09,Running,1774,9,False
M02,Running,1889,3,False
M05,Running,1302,14,False
M10,Running,2452,9,False
M07,Running,1806,14,False
M06,Running,1649,1,False
M06,Running,986,2,False
M09,Running,1094,3,False
M02,Running,1634,11,False
M10,Maintenance,1171,1,False
M05,Running,1455,3,False
M06,Running,2495,15,False
M04,Running,2022,10,False
M09,Running,1588,2,False
M06,Running,1633,2,False
M07,Running,838,5,False
M10,Running,1304,13,False
M03,Running,1633,8,False
M09,Running,1091,6,False
M03,Running,1900,7,False
M09,Running,802,14,False
M10,Running,1142,1,False
M08,Running,1313,14,False
M06,Idle,1235,10,False
M05,Running,2313,9,False
M05,Running,2230,2,False
M09,Maintenance,1684,4,False
M06,Idle,1501,11,False
M08,Running,2156,6,False
M08,Maintenance,1472,1,False
M03,Running,804,10,False
M01,Running,1646,9,False
M08,Running,1902,2,False
M02,Running,2471,11,False
M02,Running,2464,7,False
M06,Running,2372,13,False
M01,Running,1558,15,False
M01,Running,840,13,False
M06,Running,2471,10,False
M04,Running,1811,6,True
M08,Idle,2247,10,False
M04,Maintenance,2107,7,False
M05,Running,1811,3,False
M10,Running,2034,10,False
M10,Running,933,3,False
M10,Idle,1871,12,False
M04,Idle,847,12,False
M10,Running,1947,15,False
M07,Running,2131,1,False
M06,Running,1633,5,False
M09,Running,1540,9,False
M04,Running,1660,9,False
M01,Running,1485,2,False
M01,Maintenance,1262,12,False
M02,Idle,1203,3,False
M02,Running,998,1,False
M01,Running,2082,15,False
M05,Running,1769,4,False
M01,Idle,1864,13,False
M02,Running,2068,8,False
M08,Running,975,1,False
M07,Running,2220,2,False
M01,Idle,1705,1,False
M07,Running,2187,1,False
M05,Idle,1622,2,False
M07,Running,2027,13,False
M01,Running,1750,13,False
M10,Running,1495,11,False
M01,Running,1472,10,False
M02,Running,2260,2,False
M04,Idle,1058,11,False
M06,Running,2284,10,False
M04,Running,890,1,False
M10,Running,2134,13,False
M10,Idle,2388,3,False
M05,Running,1396,6,False
M09,Running,2189,3,False
M09,Idle,1945,14,False
M06,Running,1210,11,False
M02,Running,2167,8,False
M08,Running,1478,14,False
M06,Running,1657,6,False
M08,Idle,886,8,False
M01,Running,2219,4,False
M04,Running,2304,13,False
M06,Idle,1569,4,False
M01,Running,951,6,True
M02,Running,1701,4,False
M06,Running,860,4,False
M03,Running,1336,12,False
M09,Running,1201,1,False
M05,Idle,842,14,False
M07,Running,1027,6,False
M05,Running,1557,13,False
M03,Idle,2436,10,False
M02,Running,1067,13,False
M09,Running,1566,6,False
M04,Idle,2362,10,False
M09,Running,1104,6,False
M05,Idle,1840,10,False
M04,Running,2406,8,False
M10,Running,1841,7,False
M09,Running,1862,8,False
M06,Running,1789,12,False
M08,Running,1621,11,False
M10,Running,1224,4,False
M08,Idle,1610,4,False
M07,Running,1566,5,False
M03,Running,1404,8,False
M04,Running,1752,9,False
M07,Running,1685,7,False
M08,Running,1583,1,False
M04,Running,955,6,False
M05,Idle,1850,9,False
M05,Idle,1001,2,False
M01,Running,1483,4,False
M05,Running,2470,13,False
M05,Running,2037,3,False
M09,Idle,817,13,False
M06,Running,1627,7,False
M01,Running,1849,13,False
M07,Running,2281,12,False
M04,Running,2409,9,False
M08,Running,975,6,False
M07,Running,2229,7,False
M08,Idle,861,6,False
M03,Running,2311,1,False
M06,Running,1658,7,False
M07,Running,2214,9,False
M10,Running,2408,1,False
M03,Maintenance,1476,10,False
M10,Idle,1975,14,False
M07,Running,1600,2,False
M04,Running,1473,10,False
M05,Running,1013,11,False
M01,Idle,2035,8,True
M04,Running,1590,5,False
M05,Running,943,8,False
M09,Running,1469,14,False
M07,Running,1026,3,False
M08,Running,1596,15,False
M03,Idle,1434,7,False
M08,Running,1977,5,False
M09,Running,1739,5,False
M03,Running,2488,7,False
M04,Running,1965,15,False
M08,Running,2309,2,False
M08,Running,2257,13,False
M10,Idle,1158,7,False
M10,Running,1737,7,False
M03,Running,995,7,False
M01,Running,1123,5,False
M09,Running,936,12,False
M04,Idle,1642,13,False
M06,Running,1015,9,False
M06,Running,1137,5,False
M01,Running,949,11,False
M08,Running,2327,7,False
M07,Running,1313,2,False
M03,Running,2333,8,False
M02,Running,2145,4,False
M08,Running,2480,5,False
M03,Idle,2043,2,False
M02,Running,1600,3,False
M01,Running,1114,8,False
M04,Running,2182,9,False
M01,Idle,2461,9,False
M02,Running,1431,8,False
M01,Running,1572,13,False
M04,Running,1288,4,False
M07,Running,829,6,False
M02,Running,997,13,False
M03,Running,890,7,False
M06,Running,2083,4,False
M09,Running,1676,2,False
M02,Running,1155,1,False
M06,Running,1235,8,False
M05,Running,1555,1,False
M04,Running,2371,10,False
M02,Running,2420,15,False
M03,Running,994,10,False
M07,Running,2379,12,False
M03,Running,2208,6,False
M08,Running,836,10,False
M08,Running,2111,12,False
M10,Running,827,4,True
M02,Running,2311,7,False
M10,Running,1081,6,False
M04,Running,1218,11,True
M10,Maintenance,1708,12,False
M03,Running,2118,13,False
M09,Running,1649,11,False
M01,Running,2300,6,False
M04,Running,2161,4,False
M04,Running,1581,9,False
M08,Running,932,14,False
M04,Running,1089,4,False
M03,Running,2428,15,False
M09,Running,2284,8,False
M04,Running,1161,10,False
M05,Running,2101,4,False
M08,Running,1536,7,False
M08,Running,1834,10,False
M03,Idle,2425,8,True
M07,Running,970,13,False
M05,Running,1112,9,False
M05,Running,1426,8,False
M09,Running,947,6,False
M08,Running,1188,1,True
M09,Running,1566,8,False
M07,Idle,2320,6,False
M05,Running,2004,2,False
M01,Maintenance,1054,7,False
M03,Running,1693,5,False
M06,Running,1800,11,False
M01,Running,1668,12,False
M08,Running,2465,6,False
M01,Running,2121,3,False
M08,Idle,1101,5,False
M10,Maintenance,1130,1,False
M02,Running,1587,7,False
M02,Running,1186,15,False
M07,Running,1418,9,False
M07,Running,2303,7,False
M02,Running,1972,13,False
M03,Running,1229,15,False
M05,Running,1144,14,False
M02,Running,2226,7,False
M05,Running,1149,3,False
M03,Running,1172,9,False
M08,Running,1235,3,False
M03,Idle,1192,5,False
M07,Running,2078,2,False
M03,Running,975,7,False
M02,Running,1999,4,False
M02,Running,1344,13,False
M10,Running,885,2,False
M01,Running,1865,13,False
M08,Running,1490,10,False
M06,Running,1502,6,False
M06,Running,1575,10,False
M06,Idle,2451,2,True
M07,Running,1084,1,False
M09,Running,2232,13,False
M06,Running,2205,11,False
M09,Running,1184,1,False
M06,Running,1537,14,True
M06,Running,1278,10,False
M10,Running,1513,7,False
M08,Maintenance,2232,15,False
M07,Running,1199,12,False
M09,Idle,2407,14,False
M01,Running,2431,2,False
M09,Maintenance,1756,3,False
M02,Running,1907,4,False
M03,Running,2151,12,False
M07,Maintenance,859,3,False
M06,Idle,2369,5,False
M05,Running,2173,2,False
M09,Running,1807,2,False
M06,Idle,1979,13,False
M02,Running,1572,15,False
M07,Running,2407,9,False
M07,Idle,1257,5,False
M02,Running,1496,12,False
M04,Running,1037,10,False
M06,Maintenance,1981,12,True
M01,Running,1188,14,False
M07,Running,1547,13,False
M03,Running,2032,10,False
M07,Running,1743,6,False
M05,Idle,1823,11,False
M10,Running,2329,11,False
M01,Running,1432,9,False
M02,Running,2246,10,False
M04,Running,2242,7,False
M06,Running,2267,4,False
M04,Running,907,15,False
M03,Idle,2289,7,False
M03,Maintenance,1922,7,False
M08,Maintenance,2351,7,False
M09,Running,1378,12,False
M09,Running,1068,6,False
M10,Idle,910,14,False
M05,Running,1135,10,False
M08,Running,1096,4,False
M04,Running,818,6,False
M10,Running,2408,14,False
M07,Running,1144,15,False
M06,Maintenance,1167,1,False
M09,Running,2015,7,False
M07,Running,1043,4,False
M05,Running,1153,11,False
M02,Running,2475,11,False
M08,Running,1045,2,False
M08,Running,1843,4,True
M10,Maintenance,1782,5,False
M02,Running,1170,7,False
M07,Running,1056,2,False
M09,Running,2464,12,True
M09,Idle,2404,13,False
M02,Running,1997,9,False
M02,Running,1224,11,False
M03,Idle,2223,3,True
M08,Idle,1051,1,False
M04,Running,979,9,False
M01,Running,1055,9,False
M09,Running,2147,1,False
